0,C0083,C0083,1.456140350877193
1,C0083,C0005,1.9027777777777777
2,C0083,C0112,1.537037037037037
3,C0083,C0062,1.9901960784313726
4,C0083,C0027,1.5333333333333334
5,C0083,C0097,2.088888888888889
6,C0083,C0026,1.7454954954954955
7,C0083,C0055,2.7051282051282053
8,C0083,C0057,5.5
9,C0106,C0145,1.875
10,C0106,C0026,1.9166666666666667
11,C0106,C0027,1.6666666666666665
12,C0106,C0097,1.6893939393939394
13,C0106,C0083,1.5
14,C0106,C0049,2.25
15,C0106,C0022,2.7111111111111112
16,C0106,C0090,2.7222222222222223
17,C0106,C0055,1.6666666666666667
18,C0109,C0005,1.8333333333333333
19,C0109,C0112,2.0
20,C0109,C0066,3.051282051282051
21,C0109,C0114,1.8333333333333333
22,C0109,C0025,1.8333333333333335
23,C0109,C0138,3.5
24,C0109,C0098,1.5
25,C0109,C0062,2.0
26,C0101,C0097,2.540650406504065
27,C0101,C0106,2.6277777777777778
28,C0101,C0035,2.1010416666666667
29,C0101,C0120,3.8020833333333335
30,C0101,C0047,1.1666666666666665
31,C0101,C0101,1.2522522522522523
32,C0101,C0130,2.0462962962962963
33,C0101,C0029,1.6355072463768117
34,C0021,C0098,2.0989583333333335
35,C0021,C0035,2.2152777777777777
36,C0021,C0026,2.318840579710145
37,C0021,C0107,1.5357142857142858
38,C0021,C0034,2.519047619047619
39,C0021,C0025,2.058333333333333
40,C0021,C0061,1.4583333333333333
41,C0021,C0078,2.0625
42,C0080,C0139,1.8333333333333333
43,C0080,C0079,2.033333333333333
44,C0080,C0093,1.9210526315789473
45,C0080,C0058,1.7733333333333334
46,C0080,C0026,2.0305555555555554
47,C0080,C0072,1.6666666666666667
48,C0080,C0034,2.4642857142857144
49,C0080,C0091,1.8388888888888888
50,C0080,C0035,2.3260869565217392
51,C0033,C0028,1.794871794871795
52,C0033,C0104,1.6909722222222223
53,C0033,C0034,1.8425
54,C0094,C0033,2.017857142857143
55,C0094,C0101,1.8070175438596492
56,C0094,C0005,1.7240437158469946
57,C0094,C0107,1.5396825396825398
58,C0094,C0120,2.3878205128205128
59,C0094,C0022,1.7353658536585366
60,C0094,C0111,1.4583333333333333
61,C0094,C0082,1.3888888888888888
62,C0094,C0102,2.4166666666666665
63,C0094,C0021,2.8518518518518516
64,C0094,C0030,1.6666666666666665
65,C0094,C0132,1.0
66,C0094,C0135,1.0
67,C0094,C0026,1.9869791666666667
68,C0094,C0012,2.028985507246377
69,C0094,C0116,2.0277777777777777
70,C0094,C0118,2.769230769230769
71,C0040,C0145,2.216666666666667
72,C0040,C0111,2.6538461538461537
73,C0040,C0005,2.3
74,C0040,C0058,1.3666666666666667
75,C0040,C0057,1.5
76,C0040,C0099,1.7
77,C0040,C0063,1.0
78,C0040,C0104,2.1979166666666665
79,C0040,C0043,1.2777777777777777
80,C0040,C0120,2.1083333333333334
81,C0040,C0036,1.0
82,C0040,C0106,1.3333333333333333
83,C0040,C0022,1.777777777777778
84,C0040,C0134,1.6666666666666667
85,C0120,C0069,1.780701754385965
86,C0120,C0058,1.632716049382716
87,C0120,C0030,2.3935185185185186
88,C0120,C0106,3.3333333333333335
89,C0120,C0120,1.2959183673469388
90,C0120,C0037,1.4666666666666666
91,C0120,C0098,1.4166666666666667
92,C0120,C0029,1.88625
93,C0120,C0109,1.6666666666666667
94,C0033,C0094,1.8333333333333333
95,C0033,C0119,2.227777777777778
96,C0033,C0005,1.8896198830409356
97,C0033,C0112,1.6294326241134751
98,C0033,C0042,2.0694444444444446
99,C0033,C0038,1.462962962962963
100,C0033,C0060,1.7083333333333333
101,C0033,C0088,1.5444444444444445
102,C0033,C0064,1.8125
103,C0033,C0111,2.0833333333333335
104,C0033,C0099,1.6666666666666667
105,C0033,C0098,1.8556910569105691
106,C0033,C0051,1.9027777777777777
107,C0033,C0058,1.6203703703703705
108,C0033,C0124,2.65
109,C0033,C0137,2.3333333333333335
110,C0033,C0040,1.6666666666666667
111,C0033,C0117,2.0625
112,C0033,C0120,2.1527777777777777
113,C0033,C0029,1.9791666666666667
114,C0033,C0110,1.5
115,C0033,C0100,2.0833333333333335
116,C0033,C0035,2.55
117,C0127,C0111,1.0
118,C0127,C0005,1.9777777777777779
119,C0127,C0022,1.7571428571428571
120,C0127,C0058,1.1666666666666667
121,C0127,C0080,1.5833333333333333
122,C0127,C0098,1.6666666666666667
123,C0127,C0138,1.9166666666666665
124,C0127,C0079,2.7387387387387387
125,C0127,C0053,2.111111111111111
126,C0127,C0140,1.3888888888888888
127,C0127,C0083,2.3222222222222224
128,C0127,C0051,1.1111111111111112
129,C0012,C0029,2.373076923076923
130,C0012,C0119,1.9619047619047618
131,C0012,C0032,1.75
132,C0012,C0090,1.75
133,C0012,C0098,1.7142857142857142
134,C0012,C0026,1.824561403508772
135,C0012,C0043,1.6
136,C0043,C0101,1.45
137,C0043,C0129,1.5
138,C0043,C0040,1.3333333333333333
139,C0043,C0026,1.5833333333333333
140,C0026,C0063,2.255952380952381
141,C0026,C0104,2.0388888888888888
142,C0026,C0023,2.5773809523809526
143,C0026,C0042,2.0208333333333335
144,C0026,C0120,2.159090909090909
145,C0026,C0037,1.7666666666666666
146,C0026,C0132,1.5555555555555556
147,C0025,C0029,2.4858490566037736
148,C0025,C0033,1.972222222222222
149,C0025,C0143,1.25
150,C0025,C0120,2.3974358974358974
151,C0025,C0107,1.5916666666666666
152,C0025,C0086,1.5
153,C0025,C0140,1.6296296296296295
154,C0025,C0026,1.8596491228070176
155,C0087,C0038,1.0
156,C0087,C0060,2.25
157,C0087,C0082,1.3611111111111112
158,C0087,C0140,2.1052631578947367
159,C0087,C0005,1.8095238095238095
160,C0087,C0112,2.5
161,C0087,C0032,4.592592592592593
162,C0087,C0089,1.25
163,C0087,C0103,1.7666666666666666
164,C0087,C0101,1.7083333333333333
165,C0087,C0094,1.25
166,C0034,C0111,2.0256410256410255
167,C0034,C0005,1.7736625514403292
